soc2d,soc2d_label,soc3d,soc3d_label,soc5d,soc5d_label,soc6d,soc6d_label,soc8d,soc8d_label
33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,33-1021.00,First-Line Supervisors of Fire Fighting and Prevention Workers
33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,33-1021.01,Municipal Fire Fighting and Prevention Supervisors
33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,33-1021.02,Forest Fire Fighting and Prevention Supervisors
33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other"
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2010,Firefighters,33-2011,Firefighters,33-2011.00,Firefighters
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2010,Firefighters,33-2011,Firefighters,33-2011.01,Municipal Firefighters
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2010,Firefighters,33-2011,Firefighters,33-2011.02,Forest Firefighters
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2020,Fire Inspectors,33-2021,Fire Inspectors and Investigators,33-2021.00,Fire Inspectors and Investigators
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2020,Fire Inspectors,33-2021,Fire Inspectors and Investigators,33-2021.01,Fire Inspectors
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2020,Fire Inspectors,33-2021,Fire Inspectors and Investigators,33-2021.02,Fire Investigators
33-0000,Protective Service Occupations,33-2000,Fire Fighting and Prevention Workers,33-2020,Fire Inspectors,33-2022,Forest Fire Inspectors and Prevention Specialists,33-2022.00,Forest Fire Inspectors and Prevention Specialists
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3010,"Bailiffs, Correctional Officers, and Jailers",33-3011,Bailiffs,33-3011.00,Bailiffs
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3010,"Bailiffs, Correctional Officers, and Jailers",33-3012,Correctional Officers and Jailers,33-3012.00,Correctional Officers and Jailers
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,33-3021.00,Detectives and Criminal Investigators
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,33-3021.01,Police Detectives
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,33-3021.02,Police Identification and Records Officers
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,33-3021.03,Criminal Investigators and Special Agents
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,33-3021.05,Immigration and Customs Inspectors
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,33-3021.06,Intelligence Analysts
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3030,Fish and Game Wardens,33-3031,Fish and Game Wardens,33-3031.00,Fish and Game Wardens
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3040,Parking Enforcement Workers,33-3041,Parking Enforcement Workers,33-3041.00,Parking Enforcement Workers
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3050,Police Officers,33-3051,Police and Sheriff's Patrol Officers,33-3051.00,Police and Sheriff's Patrol Officers
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3050,Police Officers,33-3051,Police and Sheriff's Patrol Officers,33-3051.01,Police Patrol Officers
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3050,Police Officers,33-3051,Police and Sheriff's Patrol Officers,33-3051.03,Sheriffs and Deputy Sheriffs
33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3050,Police Officers,33-3052,Transit and Railroad Police,33-3052.00,Transit and Railroad Police
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9010,Animal Control Workers,33-9011,Animal Control Workers,33-9011.00,Animal Control Workers
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9020,Private Detectives and Investigators,33-9021,Private Detectives and Investigators,33-9021.00,Private Detectives and Investigators
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9030,Security Guards and Gaming Surveillance Officers,33-9031,Gaming Surveillance Officers and Gaming Investigators,33-9031.00,Gaming Surveillance Officers and Gaming Investigators
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9030,Security Guards and Gaming Surveillance Officers,33-9032,Security Guards,33-9032.00,Security Guards
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,33-9091,Crossing Guards,33-9091.00,Crossing Guards
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,33-9093,Transportation Security Screeners,33-9093.00,Transportation Security Screeners
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,33-9099,"Protective Service Workers, All Other",33-9099.00,"Protective Service Workers, All Other"
33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,33-9099,"Protective Service Workers, All Other",33-9099.02,Retail Loss Prevention Specialists
35-0000,Food Preparation and Serving Related Occupations,35-1000,Supervisors of Food Preparation and Serving Workers,35-1010,Supervisors of Food Preparation and Serving Workers,35-1011,Chefs and Head Cooks,35-1011.00,Chefs and Head Cooks
35-0000,Food Preparation and Serving Related Occupations,35-1000,Supervisors of Food Preparation and Serving Workers,35-1010,Supervisors of Food Preparation and Serving Workers,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,35-2011,"Cooks, Fast Food",35-2011.00,"Cooks, Fast Food"
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,35-2012,"Cooks, Institution and Cafeteria",35-2012.00,"Cooks, Institution and Cafeteria"
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,35-2013,"Cooks, Private Household",35-2013.00,"Cooks, Private Household"
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,35-2014,"Cooks, Restaurant",35-2014.00,"Cooks, Restaurant"
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,35-2015,"Cooks, Short Order",35-2015.00,"Cooks, Short Order"
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,35-2019,"Cooks, All Other",35-2019.00,"Cooks, All Other"
35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2020,Food Preparation Workers,35-2021,Food Preparation Workers,35-2021.00,Food Preparation Workers
35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3010,Bartenders,35-3011,Bartenders,35-3011.00,Bartenders
35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3020,Fast Food and Counter Workers,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3020,Fast Food and Counter Workers,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3020,Fast Food and Counter Workers,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",35-3022.01,Baristas
35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3030,Waiters and Waitresses,35-3031,Waiters and Waitresses,35-3031.00,Waiters and Waitresses
35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3040,"Food Servers, Nonrestaurant",35-3041,"Food Servers, Nonrestaurant",35-3041.00,"Food Servers, Nonrestaurant"
35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9020,Dishwashers,35-9021,Dishwashers,35-9021.00,Dishwashers
35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9090,Miscellaneous Food Preparation and Serving Related Workers,35-9099,"Food Preparation and Serving Related Workers, All Other",35-9099.00,"Food Preparation and Serving Related Workers, All Other"
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2010,Building Cleaning Workers,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2010,Building Cleaning Workers,37-2012,Maids and Housekeeping Cleaners,37-2012.00,Maids and Housekeeping Cleaners
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2010,Building Cleaning Workers,37-2019,"Building Cleaning Workers, All Other",37-2019.00,"Building Cleaning Workers, All Other"
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2020,Pest Control Workers,37-2021,Pest Control Workers,37-2021.00,Pest Control Workers
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,37-3011,Landscaping and Groundskeeping Workers,37-3011.00,Landscaping and Groundskeeping Workers
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,37-3013,Tree Trimmers and Pruners,37-3013.00,Tree Trimmers and Pruners
37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,37-3019,"Grounds Maintenance Workers, All Other",37-3019.00,"Grounds Maintenance Workers, All Other"
39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1010,First-Line Supervisors of Gaming Workers,39-1011,Gaming Supervisors,39-1011.00,Gaming Supervisors
39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1010,First-Line Supervisors of Gaming Workers,39-1012,Slot Supervisors,39-1012.00,Slot Supervisors
39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1020,First-Line Supervisors of Personal Service Workers,39-1021,First-Line Supervisors of Personal Service Workers,39-1021.00,First-Line Supervisors of Personal Service Workers
39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1020,First-Line Supervisors of Personal Service Workers,39-1021,First-Line Supervisors of Personal Service Workers,39-1021.01,Spa Managers
39-0000,Personal Care and Service Occupations,39-2000,Animal Care and Service Workers,39-2010,Animal Trainers,39-2011,Animal Trainers,39-2011.00,Animal Trainers
39-0000,Personal Care and Service Occupations,39-2000,Animal Care and Service Workers,39-2020,Nonfarm Animal Caretakers,39-2021,Nonfarm Animal Caretakers,39-2021.00,Nonfarm Animal Caretakers
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3010,Gaming Services Workers,39-3011,Gaming Dealers,39-3011.00,Gaming Dealers
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3010,Gaming Services Workers,39-3012,Gaming and Sports Book Writers and Runners,39-3012.00,Gaming and Sports Book Writers and Runners
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3010,Gaming Services Workers,39-3019,"Gaming Service Workers, All Other",39-3019.00,"Gaming Service Workers, All Other"
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3020,Motion Picture Projectionists,39-3021,Motion Picture Projectionists,39-3021.00,Motion Picture Projectionists
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,39-3091,Amusement and Recreation Attendants,39-3091.00,Amusement and Recreation Attendants
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,39-3092,Costume Attendants,39-3092.00,Costume Attendants
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,39-3099,"Entertainment Attendants and Related Workers, All Other",39-3099.00,"Entertainment Attendants and Related Workers, All Other"
39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4010,Embalmers,39-4011,Embalmers,39-4011.00,Embalmers
39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4020,Funeral Attendants,39-4021,Funeral Attendants,39-4021.00,Funeral Attendants
39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4030,"Morticians, Undertakers, and Funeral Directors",39-4031,"Morticians, Undertakers, and Funeral Directors",39-4031.00,"Morticians, Undertakers, and Funeral Directors"
39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",39-5011,Barbers,39-5011.00,Barbers
39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,39-5091,"Makeup Artists, Theatrical and Performance",39-5091.00,"Makeup Artists, Theatrical and Performance"
39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,39-5092,Manicurists and Pedicurists,39-5092.00,Manicurists and Pedicurists
39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,39-5093,Shampooers,39-5093.00,Shampooers
39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,39-5094,Skincare Specialists,39-5094.00,Skincare Specialists
39-0000,Personal Care and Service Occupations,39-6000,"Baggage Porters, Bellhops, and Concierges",39-6010,"Baggage Porters, Bellhops, and Concierges",39-6011,Baggage Porters and Bellhops,39-6011.00,Baggage Porters and Bellhops
39-0000,Personal Care and Service Occupations,39-6000,"Baggage Porters, Bellhops, and Concierges",39-6010,"Baggage Porters, Bellhops, and Concierges",39-6012,Concierges,39-6012.00,Concierges
39-0000,Personal Care and Service Occupations,39-7000,Tour and Travel Guides,39-7010,Tour and Travel Guides,39-7011,Tour Guides and Escorts,39-7011.00,Tour Guides and Escorts
39-0000,Personal Care and Service Occupations,39-7000,Tour and Travel Guides,39-7010,Tour and Travel Guides,39-7012,Travel Guides,39-7012.00,Travel Guides
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9010,Childcare Workers,39-9011,Childcare Workers,39-9011.00,Childcare Workers
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9010,Childcare Workers,39-9011,Childcare Workers,39-9011.01,Nannies
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9020,Personal Care Aides,39-9021,Personal Care Aides,39-9021.00,Personal Care Aides
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9030,Recreation and Fitness Workers,39-9031,Fitness Trainers and Aerobics Instructors,39-9031.00,Fitness Trainers and Aerobics Instructors
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9030,Recreation and Fitness Workers,39-9032,Recreation Workers,39-9032.00,Recreation Workers
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9040,Residential Advisors,39-9041,Residential Advisors,39-9041.00,Residential Advisors
39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9090,Miscellaneous Personal Care and Service Workers,39-9099,"Personal Care and Service Workers, All Other",39-9099.00,"Personal Care and Service Workers, All Other"
41-0000,Sales and Related Occupations,41-1000,Supervisors of Sales Workers,41-1010,First-Line Supervisors of Sales Workers,41-1011,First-Line Supervisors of Retail Sales Workers,41-1011.00,First-Line Supervisors of Retail Sales Workers
41-0000,Sales and Related Occupations,41-1000,Supervisors of Sales Workers,41-1010,First-Line Supervisors of Sales Workers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2010,Cashiers,41-2011,Cashiers,41-2011.00,Cashiers
41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2010,Cashiers,41-2012,Gaming Change Persons and Booth Cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers
41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2020,Counter and Rental Clerks and Parts Salespersons,41-2021,Counter and Rental Clerks,41-2021.00,Counter and Rental Clerks
41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2020,Counter and Rental Clerks and Parts Salespersons,41-2022,Parts Salespersons,41-2022.00,Parts Salespersons
41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2030,Retail Salespersons,41-2031,Retail Salespersons,41-2031.00,Retail Salespersons
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3010,Advertising Sales Agents,41-3011,Advertising Sales Agents,41-3011.00,Advertising Sales Agents
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3020,Insurance Sales Agents,41-3021,Insurance Sales Agents,41-3021.00,Insurance Sales Agents
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3030,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3030,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",41-3031.01,"Sales Agents, Securities and Commodities"
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3030,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",41-3031.02,"Sales Agents, Financial Services"
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3030,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",41-3031.03,Securities and Commodities Traders
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3040,Travel Agents,41-3041,Travel Agents,41-3041.00,Travel Agents
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3090,"Miscellaneous Sales Representatives, Services",41-3099,"Sales Representatives, Services, All Other",41-3099.00,"Sales Representatives, Services, All Other"
41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3090,"Miscellaneous Sales Representatives, Services",41-3099,"Sales Representatives, Services, All Other",41-3099.01,Energy Brokers
41-0000,Sales and Related Occupations,41-4000,"Sales Representatives, Wholesale and Manufacturing",41-4010,"Sales Representatives, Wholesale and Manufacturing",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41-0000,Sales and Related Occupations,41-4000,"Sales Representatives, Wholesale and Manufacturing",41-4010,"Sales Representatives, Wholesale and Manufacturing",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.07,Solar Sales Representatives and Assessors
41-0000,Sales and Related Occupations,41-4000,"Sales Representatives, Wholesale and Manufacturing",41-4010,"Sales Representatives, Wholesale and Manufacturing",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9010,"Models, Demonstrators, and Product Promoters",41-9011,Demonstrators and Product Promoters,41-9011.00,Demonstrators and Product Promoters
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9010,"Models, Demonstrators, and Product Promoters",41-9012,Models,41-9012.00,Models
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9020,Real Estate Brokers and Sales Agents,41-9021,Real Estate Brokers,41-9021.00,Real Estate Brokers
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9020,Real Estate Brokers and Sales Agents,41-9022,Real Estate Sales Agents,41-9022.00,Real Estate Sales Agents
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9030,Sales Engineers,41-9031,Sales Engineers,41-9031.00,Sales Engineers
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9040,Telemarketers,41-9041,Telemarketers,41-9041.00,Telemarketers
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9090,Miscellaneous Sales and Related Workers,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9090,Miscellaneous Sales and Related Workers,41-9099,"Sales and Related Workers, All Other",41-9099.00,"Sales and Related Workers, All Other"
43-0000,Office and Administrative Support Occupations,43-1000,Supervisors of Office and Administrative Support Workers,43-1010,First-Line Supervisors of Office and Administrative Support Workers,43-1011,First-Line Supervisors of Office and Administrative Support Workers,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
43-0000,Office and Administrative Support Occupations,43-2000,Communications Equipment Operators,43-2010,"Switchboard Operators, Including Answering Service",43-2011,"Switchboard Operators, Including Answering Service",43-2011.00,"Switchboard Operators, Including Answering Service"
43-0000,Office and Administrative Support Occupations,43-2000,Communications Equipment Operators,43-2020,Telephone Operators,43-2021,Telephone Operators,43-2021.00,Telephone Operators
43-0000,Office and Administrative Support Occupations,43-2000,Communications Equipment Operators,43-2090,Miscellaneous Communications Equipment Operators,43-2099,"Communications Equipment Operators, All Other",43-2099.00,"Communications Equipment Operators, All Other"
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3010,Bill and Account Collectors,43-3011,Bill and Account Collectors,43-3011.00,Bill and Account Collectors
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3020,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,43-3021.00,Billing and Posting Clerks
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3020,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,43-3021.01,Statement Clerks
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3020,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,43-3021.02,"Billing, Cost, and Rate Clerks"
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3040,Gaming Cage Workers,43-3041,Gaming Cage Workers,43-3041.00,Gaming Cage Workers
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3050,Payroll and Timekeeping Clerks,43-3051,Payroll and Timekeeping Clerks,43-3051.00,Payroll and Timekeeping Clerks
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3060,Procurement Clerks,43-3061,Procurement Clerks,43-3061.00,Procurement Clerks
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3070,Tellers,43-3071,Tellers,43-3071.00,Tellers
43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3090,Miscellaneous Financial Clerks,43-3099,"Financial Clerks, All Other",43-3099.00,"Financial Clerks, All Other"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4010,Brokerage Clerks,43-4011,Brokerage Clerks,43-4011.00,Brokerage Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4020,Correspondence Clerks,43-4021,Correspondence Clerks,43-4021.00,Correspondence Clerks
