nace1d,nace1d_label,tech40_id,tech40_label,tech40_labelshort,cosine1d,n_patent,xposure1d
K,FINANCIAL AND INSURANCE ACTIVITIES,21,Mobile Payments,Mobile Payment,181.89792739697137,10039,5.896600427614727
K,FINANCIAL AND INSURANCE ACTIVITIES,22,Gaming & Wagering Systems,Gaming,11.791259901203116,703,3.162299044443139
K,FINANCIAL AND INSURANCE ACTIVITIES,23,Digital Authentication,Digital Authentification,76.26537666193458,5027,5.027409215942299
K,FINANCIAL AND INSURANCE ACTIVITIES,24,E-Learning,E-Learning,0.035406779627517815,11,0.03539938590504617
K,FINANCIAL AND INSURANCE ACTIVITIES,25,Location-Based Services & Tracking,Location-Based Services,0.2520424497871172,15,0.24944745170038593
K,FINANCIAL AND INSURANCE ACTIVITIES,26,Voice Communication,Voice Communication,1.4481005260709892,103,1.1656254580358485
K,FINANCIAL AND INSURANCE ACTIVITIES,27,Electronic Messaging,Electronic Messaging,1.8025165634706632,164,1.3516622390842585
K,FINANCIAL AND INSURANCE ACTIVITIES,28,Workflow Management,Workflow Management,45.43030970184055,2035,4.509447784561697
K,FINANCIAL AND INSURANCE ACTIVITIES,29,Cloud Storage & Data Security,Cloud Storage,5.261051175613253,425,2.3623902876375604
K,FINANCIAL AND INSURANCE ACTIVITIES,30,Information Processing,Information Processing,7.096858969252883,385,2.65772663699455
K,FINANCIAL AND INSURANCE ACTIVITIES,31,Cloud Computing,Cloud Computing,3.6669363949373603,269,2.0105979496761575
K,FINANCIAL AND INSURANCE ACTIVITIES,32,Recommender Systems,Recommender Systems,5.274131965374289,301,2.364829973840553
K,FINANCIAL AND INSURANCE ACTIVITIES,33,Social Networking & Media Platforms,Social Networking,2.4314758089776696,195,1.6214768081093969
K,FINANCIAL AND INSURANCE ACTIVITIES,34,Digital Media Content,Digital Media Content,2.599525299676121,162,1.6835727229596231
K,FINANCIAL AND INSURANCE ACTIVITIES,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.03292662698530925,11,0.03292068024894917
K,FINANCIAL AND INSURANCE ACTIVITIES,36,Machine Learning & Neural Networks,Machine Learning,1.6810190780863825,100,1.291156619854483
K,FINANCIAL AND INSURANCE ACTIVITIES,37,Medical Imaging & Image Processing,Medical Imaging,0.42452602253486954,35,0.41270974150989354
K,FINANCIAL AND INSURANCE ACTIVITIES,38,Health Monitoring,Health Monitoring,0.2789467012930893,27,0.27545026404980766
K,FINANCIAL AND INSURANCE ACTIVITIES,39,Medical Information,Medical Information,3.2547822272522793,185,1.8960775763629731
K,FINANCIAL AND INSURANCE ACTIVITIES,40,E-Healthcare,E-Healthcare,1.2740143934290242,83,1.0625072842962975
L,REAL ESTATE ACTIVITIES,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
L,REAL ESTATE ACTIVITIES,2,3D Printing,3D Printing,0,0,-0
L,REAL ESTATE ACTIVITIES,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
L,REAL ESTATE ACTIVITIES,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
L,REAL ESTATE ACTIVITIES,5,Internet of Things (IoT),IoT,0.08058673643252971,1,0.08049976566297178
L,REAL ESTATE ACTIVITIES,6,Predictive Energy Management and Distribution,Energy Management,0.17631637297066208,2,0.17541538305991305
L,REAL ESTATE ACTIVITIES,7,Industrial Automation & Robot Control,Industrial Automation,0.10021358380769559,1,0.10004660048242775
L,REAL ESTATE ACTIVITIES,8,Remote Monitoring & Control Systems,Remote Monitoring,0.18436517431509983,2,0.18333638931710095
L,REAL ESTATE ACTIVITIES,9,Smart Home & Intelligent Household Control,Smart Home,0,2,-0
L,REAL ESTATE ACTIVITIES,10,Intelligent Logistics,Intelligent Logistics,0.20288981983827087,4,0.2015230210955736
L,REAL ESTATE ACTIVITIES,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.09336922776761877,2,0.09323409465541808
L,REAL ESTATE ACTIVITIES,12,Parking & Vehicle Space Management,Parking Management,1.8020084926910935,28,1.3514157349049156
L,REAL ESTATE ACTIVITIES,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,2.3493830343841315,28,1.589792988274591
L,REAL ESTATE ACTIVITIES,14,Passenger Transportation,Passenger Transportation,8.735987777815643,113,2.8638580098815196
L,REAL ESTATE ACTIVITIES,15,Food Ordering & Vending Systems,Food Ordering,0.13464945541081608,7,0.13424586316108317
L,REAL ESTATE ACTIVITIES,16,Digital Advertising,Digital Advertising,29.38576106688608,422,4.07394680618946
L,REAL ESTATE ACTIVITIES,17,Electronic Trading and Auctions,E-Trading,85.3558530223672,895,5.1400105165568455
L,REAL ESTATE ACTIVITIES,18,Online Shopping Platforms,Online Shopping,2.582233295560305,34,1.6773462157850172
L,REAL ESTATE ACTIVITIES,19,E-Coupons & Promotion Management,E-Coupons,0.7289284115698464,12,0.6762046030514705
L,REAL ESTATE ACTIVITIES,20,Electronic Payments & Financial Transactions,E-Payment,48.28381277133457,634,4.570350763575458
L,REAL ESTATE ACTIVITIES,21,Mobile Payments,Mobile Payment,1.027084540999333,24,0.9003961622474265
L,REAL ESTATE ACTIVITIES,22,Gaming & Wagering Systems,Gaming,0,2,-0
L,REAL ESTATE ACTIVITIES,23,Digital Authentication,Digital Authentification,10.58346967871276,195,3.054665011596253
L,REAL ESTATE ACTIVITIES,24,E-Learning,E-Learning,0,4,-0
L,REAL ESTATE ACTIVITIES,25,Location-Based Services & Tracking,Location-Based Services,2.5885843556982446,35,1.6796373109342888
L,REAL ESTATE ACTIVITIES,26,Voice Communication,Voice Communication,2.109451658829642,28,1.4915389839501274
L,REAL ESTATE ACTIVITIES,27,Electronic Messaging,Electronic Messaging,0.4213856475604035,14,0.40981743389046055
L,REAL ESTATE ACTIVITIES,28,Workflow Management,Workflow Management,61.91529549061988,608,4.818979637848837
L,REAL ESTATE ACTIVITIES,29,Cloud Storage & Data Security,Cloud Storage,0.8037012711151275,14,0.7355558547754095
L,REAL ESTATE ACTIVITIES,30,Information Processing,Information Processing,2.103957558837746,25,1.4891830183502235
L,REAL ESTATE ACTIVITIES,31,Cloud Computing,Cloud Computing,1.7301425468722569,30,1.3160033721959916
L,REAL ESTATE ACTIVITIES,32,Recommender Systems,Recommender Systems,8.135108789476458,146,2.793092643545747
L,REAL ESTATE ACTIVITIES,33,Social Networking & Media Platforms,Social Networking,0.7756681728785597,14,0.7135553498400096
L,REAL ESTATE ACTIVITIES,34,Digital Media Content,Digital Media Content,0.15486936019250203,2,0.15425687021380674
L,REAL ESTATE ACTIVITIES,35,Augmented and Virtual Reality (AR/VR),AR/VR,2.4993391220205647,36,1.6469856744804365
L,REAL ESTATE ACTIVITIES,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
L,REAL ESTATE ACTIVITIES,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
L,REAL ESTATE ACTIVITIES,38,Health Monitoring,Health Monitoring,0,0,-0
L,REAL ESTATE ACTIVITIES,39,Medical Information,Medical Information,0,2,-0
L,REAL ESTATE ACTIVITIES,40,E-Healthcare,E-Healthcare,0,0,-0
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2,3D Printing,3D Printing,0.2556332998727781,16,0.2529279208902581
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,Additive Manufacturing,Additive Manufacturing,0.2923384785839544,19,0.2883269536256352
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4,Smart Agriculture & Water Management,Smart Agriculture,4.640214874505566,265,2.2393215459423197
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Internet of Things (IoT),IoT,2.587266825591318,162,1.6791624245833368
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",6,Predictive Energy Management and Distribution,Energy Management,4.411471195462175,343,2.1899608735680793
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",7,Industrial Automation & Robot Control,Industrial Automation,1.8228835289121248,117,1.3615002777693948
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",8,Remote Monitoring & Control Systems,Remote Monitoring,10.025360263452885,508,3.000743228018653
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",9,Smart Home & Intelligent Household Control,Smart Home,0.3671706864580369,24,0.3593843963628071
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,Intelligent Logistics,Intelligent Logistics,0.08598929309249281,7,0.08588367440493438
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,23.362970612253484,1269,3.84475720211298
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",12,Parking & Vehicle Space Management,Parking Management,1.6009524725760418,100,1.2494880293365689
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,27.188170969858014,1352,3.996267202010504
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",14,Passenger Transportation,Passenger Transportation,1.0617678569270377,76,0.9243826985834377
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,Food Ordering & Vending Systems,Food Ordering,0.3981762772276888,29,0.38834150373349413
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",16,Digital Advertising,Digital Advertising,276.02170639791336,12155,6.313629970895135
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",17,Electronic Trading and Auctions,E-Trading,3.6880868494502965,226,2.0161477353636053
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",18,Online Shopping Platforms,Online Shopping,7.267509292011508,397,2.6812609069719278
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",19,E-Coupons & Promotion Management,E-Coupons,6.842457146132957,389,2.6215914991089395
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20,Electronic Payments & Financial Transactions,E-Payment,11.970113504997608,667,3.177300424958595
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",21,Mobile Payments,Mobile Payment,0.9568149093048897,66,0.8505051042398398
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",22,Gaming & Wagering Systems,Gaming,0.8117705862606429,74,0.7418331753752796
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",23,Digital Authentication,Digital Authentification,2.720239292509597,231,1.7260581742637657
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",24,E-Learning,E-Learning,5.634451598801826,370,2.429830328837375
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",25,Location-Based Services & Tracking,Location-Based Services,2.0760204666270585,147,1.4771249830225945
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",26,Voice Communication,Voice Communication,2.0886026609379154,132,1.4825718701589015
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27,Electronic Messaging,Electronic Messaging,2.5565288116918614,180,1.6680232195891038
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28,Workflow Management,Workflow Management,31.018996443798166,1605,4.128006711815545
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",29,Cloud Storage & Data Security,Cloud Storage,1.199539563162932,95,1.0156783363224067
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30,Information Processing,Information Processing,2.6781000087696363,173,1.711418422914138
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31,Cloud Computing,Cloud Computing,8.32864202098731,578,2.8164323282255883
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",32,Recommender Systems,Recommender Systems,22.472135481969282,1486,3.8059179846257933
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",33,Social Networking & Media Platforms,Social Networking,25.17173189225076,1756,3.919263122513941
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",34,Digital Media Content,Digital Media Content,37.60122662308805,1973,4.320360628369295
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",35,Augmented and Virtual Reality (AR/VR),AR/VR,4.7141404146392905,289,2.2547780983124683
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",36,Machine Learning & Neural Networks,Machine Learning,9.240494830282085,820,2.91965769727609
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",37,Medical Imaging & Image Processing,Medical Imaging,7.937896079166967,494,2.768739648364163
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",38,Health Monitoring,Health Monitoring,3.2303650142414146,244,1.8888817734627552
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",39,Medical Information,Medical Information,5.458941075078886,338,2.3986876168399616
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",40,E-Healthcare,E-Healthcare,6.110379789956564,399,2.509765660383346
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1,3D Printer Hardware,3D Printer Hardware,1.7279038594590073,208,1.314882559362003
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,2,3D Printing,3D Printing,7.462475191263979,683,2.707493657090675
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,4,Smart Agriculture & Water Management,Smart Agriculture,26.272692001935724,2454,3.9620392421104027
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Internet of Things (IoT),IoT,14.536216696385816,1495,3.37097146785275
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,6,Predictive Energy Management and Distribution,Energy Management,7.7669092109797875,783,2.747138180779039
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,7,Industrial Automation & Robot Control,Industrial Automation,12.091993510368475,1202,3.1873961478850266
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,8,Remote Monitoring & Control Systems,Remote Monitoring,39.23455083946141,3398,4.362867304781412
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,9,Smart Home & Intelligent Household Control,Smart Home,25.724176236482805,2486,3.940956021686688
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,10,Intelligent Logistics,Intelligent Logistics,31.022485559368963,2664,4.128119130279569
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,41.31525858485345,4664,4.414525497398997
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,12,Parking & Vehicle Space Management,Parking Management,110.3097648931354,11386,5.396460177858416
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,72.62157697534306,6598,4.978456661690254
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,14,Passenger Transportation,Passenger Transportation,101.25636471202867,8907,5.310827128493283
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,15,Food Ordering & Vending Systems,Food Ordering,20.865621440613534,1918,3.7318238028161783
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,16,Digital Advertising,Digital Advertising,59.35351114412863,6276,4.776729417766691
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,17,Electronic Trading and Auctions,E-Trading,46.580743803702305,4262,4.5344496131007075
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,18,Online Shopping Platforms,Online Shopping,45.28566319448852,4084,4.506259559064002
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,19,E-Coupons & Promotion Management,E-Coupons,35.947290434528526,3753,4.275394302729624
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,20,Electronic Payments & Financial Transactions,E-Payment,202.27864488558888,20886,6.002799467474224
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,21,Mobile Payments,Mobile Payment,69.61740324240094,7788,4.936213341974806
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,22,Gaming & Wagering Systems,Gaming,24.299504432099656,2718,3.8840262627803734
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,23,Digital Authentication,Digital Authentification,90.19453807941944,11204,5.195146782136196
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,24,E-Learning,E-Learning,18.114899468606854,2007,3.590642933808401
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,25,Location-Based Services & Tracking,Location-Based Services,24.837069040100175,2621,3.9058894561770288
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,26,Voice Communication,Voice Communication,48.904621034644144,4650,4.58312358569851
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27,Electronic Messaging,Electronic Messaging,39.340482076268785,4279,4.365562741194863
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28,Workflow Management,Workflow Management,82.58399241641082,7655,5.106999700148149
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,29,Cloud Storage & Data Security,Cloud Storage,16.67895846253499,2109,3.508192598191332
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30,Information Processing,Information Processing,23.938856801562473,2085,3.8690860894528845
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,31,Cloud Computing,Cloud Computing,47.641297408227814,5616,4.556957287116633
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,32,Recommender Systems,Recommender Systems,13.838626902535992,1703,3.3219137960047873
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,33,Social Networking & Media Platforms,Social Networking,36.02433009857829,4396,4.277534311930877
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,34,Digital Media Content,Digital Media Content,41.11898240057453,4244,4.409764883111876
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,35,Augmented and Virtual Reality (AR/VR),AR/VR,5.243736772653674,585,2.359151975487017
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,36,Machine Learning & Neural Networks,Machine Learning,1.3261004444108604,206,1.0942650094612187
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,37,Medical Imaging & Image Processing,Medical Imaging,4.137443032469415,450,2.127519370769401
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,38,Health Monitoring,Health Monitoring,9.493165886263167,1032,2.946481940213745
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,39,Medical Information,Medical Information,21.02399678069193,2128,3.7393767905426114
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,40,E-Healthcare,E-Healthcare,28.40812422428641,2933,4.040131986288178
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,2,3D Printing,3D Printing,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,4,Smart Agriculture & Water Management,Smart Agriculture,0.11152762359571239,8,0.1112977038114695
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,5,Internet of Things (IoT),IoT,5.049138583715665,130,2.3220299567173996
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,6,Predictive Energy Management and Distribution,Energy Management,2.542993854678752,81,1.663081366655877
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,7,Industrial Automation & Robot Control,Industrial Automation,0.1951857322194463,5,0.19396716264421174
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,8,Remote Monitoring & Control Systems,Remote Monitoring,36.31261022392309,785,4.285501790908704
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,9,Smart Home & Intelligent Household Control,Smart Home,3.2403511356387593,95,1.8918306863781218
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,3.4359835598766155,125,1.9479834809561039
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,12,Parking & Vehicle Space Management,Parking Management,1.3803729222427057,49,1.1265208437343737
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,8.279660887375341,210,2.810576228509259
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,14,Passenger Transportation,Passenger Transportation,0.8282263761968474,45,0.7545579348734668
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,16,Digital Advertising,Digital Advertising,0.1902503859542921,9,0.1891209942106431
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,17,Electronic Trading and Auctions,E-Trading,0,5,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,18,Online Shopping Platforms,Online Shopping,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,19,E-Coupons & Promotion Management,E-Coupons,0.0315831312037957,7,0.03157788289436642
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,20,Electronic Payments & Financial Transactions,E-Payment,8.98136363385899,343,2.8913838358592883
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,21,Mobile Payments,Mobile Payment,0.10396385276096858,16,0.10377747593132815
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,22,Gaming & Wagering Systems,Gaming,0.9657425702081699,34,0.8569412974159776
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,23,Digital Authentication,Digital Authentification,3.561231876976123,140,1.9824075127004197
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,24,E-Learning,E-Learning,0.7440516093325661,29,0.6883816730320206
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,25,Location-Based Services & Tracking,Location-Based Services,3.650659474872722,115,2.006306631764024
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,26,Voice Communication,Voice Communication,2.421523329358661,65,1.6176846338819049
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,27,Electronic Messaging,Electronic Messaging,1.4565320886243316,35,1.170407160870461
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,28,Workflow Management,Workflow Management,11.043040320848345,280,3.096991341125027
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,29,Cloud Storage & Data Security,Cloud Storage,1.9623703047250929,93,1.426679192469728
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,30,Information Processing,Information Processing,1.4266870228294959,39,1.1533962799506716
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,31,Cloud Computing,Cloud Computing,19.040316731846758,717,3.6403947237859255
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,32,Recommender Systems,Recommender Systems,0,5,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,33,Social Networking & Media Platforms,Social Networking,0.6219489958248319,42,0.5875546660096459
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,34,Digital Media Content,Digital Media Content,0.38656549607523316,15,0.37753299566287213
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,36,Machine Learning & Neural Networks,Machine Learning,0,5,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,38,Health Monitoring,Health Monitoring,0.4767535042849657,29,0.46032347789404204
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,39,Medical Information,Medical Information,1.4499396604138615,55,1.1666700736162519
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,40,E-Healthcare,E-Healthcare,3.186681265745916,105,1.8758833891135442
P,EDUCATION,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
P,EDUCATION,2,3D Printing,3D Printing,0,0,-0
P,EDUCATION,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
P,EDUCATION,4,Smart Agriculture & Water Management,Smart Agriculture,0.17020362860297877,12,0.16939238100571244
P,EDUCATION,5,Internet of Things (IoT),IoT,1.7050599963519504,67,1.3033831137070002
P,EDUCATION,6,Predictive Energy Management and Distribution,Energy Management,0,2,-0
P,EDUCATION,7,Industrial Automation & Robot Control,Industrial Automation,1.0213292899524302,42,0.8963755381554452
P,EDUCATION,8,Remote Monitoring & Control Systems,Remote Monitoring,0.23799716584320166,17,0.2358057771042465
P,EDUCATION,9,Smart Home & Intelligent Household Control,Smart Home,0.20377208088039367,12,0.20238759095381315
P,EDUCATION,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
P,EDUCATION,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.07294805648122754,4,0.07288351305863433
P,EDUCATION,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
P,EDUCATION,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,4,-0
P,EDUCATION,14,Passenger Transportation,Passenger Transportation,0.5709723568788843,38,0.5437750902922008
P,EDUCATION,15,Food Ordering & Vending Systems,Food Ordering,0.29537690122315013,8,0.2912421157570156
P,EDUCATION,16,Digital Advertising,Digital Advertising,0.4680638094858984,21,0.4524664079714526
P,EDUCATION,17,Electronic Trading and Auctions,E-Trading,0,0,-0
P,EDUCATION,18,Online Shopping Platforms,Online Shopping,0,0,-0
P,EDUCATION,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
P,EDUCATION,20,Electronic Payments & Financial Transactions,E-Payment,0.18767552840145232,22,0.18659091191051236
P,EDUCATION,21,Mobile Payments,Mobile Payment,0,0,-0
P,EDUCATION,22,Gaming & Wagering Systems,Gaming,7.559373627484763,351,2.7202819826792473
